ID_plot,TLU,ID_plot_cor,Key,X,Y
205519.Zh1,C2,205519,205519,30.1360489870017,50.3162660039535
205517.Zh2,C2,205517,205517,30.134668692123,50.3157140810921
550715,B2,550715,550715,30.1151509166918,50.2032548301088
550708,B2,550708,550708,30.1121060176578,50.203689134525
550606,B2,550606,550606,30.1084751067401,50.2052781483785
550512,B2,550512,550512,30.1025201408536,50.2031256843645
550510,B2,550510,550510,30.1008402805659,50.202815314936
550513,B2,550513,550513,30.1017478198236,50.2004873252997
550514,B2,550514,550514,30.103484255858,50.2008051644981
552408,B2,552408,552408,30.1148756906826,50.1980638640676
552402,B2,552402,552402,30.1140186815759,50.2005975010191
550616,B2,550616,550616,30.1104967736219,50.2023196228089
554413,B2,554413,554413,30.1304488303674,50.1953646932513
554415,B2,554415,554415,30.1327733144245,50.1960771749485
554406,B2,554406,554406,30.133800979039,50.1975403906671
556209,B2,556209,556209,30.122296498514,50.1911948038217
542703,B2,542703,542703,30.1060362957778,50.239402606437
542605,B2,542605,542605,30.1021061551383,50.2388689078582
542603,B2,542603,542603,30.0993683588071,50.2371248223437
542608,B2,542608,542608,30.100756593285,50.2367290360617
534203,B2,534203,534203,30.0509117176906,50.2601387946431
533422,B2,533422,533422,30.0546719750138,50.2638832599079
533413,B2,533413,533413,30.0522705980857,50.2650762789315
533412,B2,533412,533412,30.050665215982,50.2663834231578
533407,B2,533407,533407,30.0522926821363,50.2685010852427
552210,B2,552210,552210,30.0992708803711,50.1954568673489
552406,B2,552406,552406,30.1195601844479,50.2000655358519
554403,B2,554403,554403,30.1304323621797,50.1977831109974
533509,B2,533509,533509,30.054775719691,50.2671816838383
1,CD3,1,205403,30.1275509932613,50.3184981565731
2,CD3,2,205404,30.1261984921293,50.3161713538301
3,CD3,3,205404,30.1236540867765,50.3163874707462
4,CD3,4,205413,30.1230651734533,50.313706645052
5,CD3,5,205413,30.1225913141989,50.3149022461198
6,CD3,6,205416,30.1256776473518,50.3135422157949
7,CD3,7,205416,30.1283550490434,50.313410801216
8,CD3,8,205416,30.1232067592345,50.3130851403172
9,CD3,9,205417,30.1238447826673,50.3120326498015
10,CD3,10,205417,30.1218338022434,50.3117278309409
11,CD3,11,205418,30.1276831379192,50.3127171048309
12,CD3,12,205418,30.1248510861479,50.3124128362845
13,CD3,13,205418,30.1295857797717,50.3130290106767
14,CD3,14,205419,30.1285185528668,50.3140038903225
15,CD3,15,205612,30.1403692806537,50.3181859198059
16,CD3,16,205612,30.1387227082207,50.3172906340283
17,CD3,17,205612,30.137899315059,50.3185331574507
19,CD3,19,205613,30.1423009981302,50.3191986775591
20,CD3,20,205901,30.1250216628264,50.3105139253446
21,CD3,21,205901,30.1224838354853,50.3106350963368
22,CD3,22,205902,30.1299475425868,50.3121240185023
23,CD3,23,205902,30.1265162670327,50.3111620558653
24,CD3,24,205902,30.1277226607666,50.3100614108212
25,CD3,25,205902,30.1243865306028,50.3113491179482
26,CD3,26,205902,30.1284514683407,50.311446106917
27,CD3,27,205903,30.1296353968652,50.3087359082803
28,CD3,28,205903,30.1306531162701,50.3101666266002
29,CD3,29,205903,30.127106758598998,50.3093079826735
